Guid,Added,Lat,Lon,Accuracy,FixTime,Comment,MarkerLat,MarkerLon,TypeName,IsADA
38FF3FD6-F4E0-46F1-9C9C-57C96DA372E1,2016-11-15 15:03:24.000,30.61679539,-96.34254975,10,1479243794,,0.00000000,0.00000000,Curb Cut,1
C72F34A6-0D70-4133-BD68-54529788230F,2016-11-15 15:05:20.000,30.61713444,-96.34205237,10,1479243911,,0.00000000,0.00000000,Curb Cut,1
13BAAF17-4A9B-47AB-8AE1-FB14B4A52CBB,2016-11-15 15:05:37.000,30.61712606,-96.34205748,10,1479243922,,0.00000000,0.00000000,Cross walk,1
BFDCE382-BFF9-4516-9646-B3AF32138E22,2016-11-15 15:05:51.000,30.61718389,-96.34209336,10,1479243941,,0.00000000,0.00000000,Curb Cut,1
3AC4A4C0-739F-4A4F-9060-261A9CAC3296,2016-11-15 15:44:13.000,30.61596156,-96.33989847,10,1479246115,,0.00000000,0.00000000,Outside stairs,0
4F9ECE69-87C0-4F79-B20C-CCD1BD097ED8,2016-11-15 15:51:10.000,30.61458978,-96.34167083,10,1479246530,,0.00000000,0.00000000,Outside stairs,0
3FF88AF8-CB4E-449B-931F-40BD92A88D7A,2016-11-15 15:51:19.000,30.61467611,-96.34162716,10,1479246605,,0.00000000,0.00000000,Non-ADA-accessible Door,0
FEDA668A-C3D1-452B-8A3B-9A79428CEA56,2016-11-15 15:52:23.000,30.61471249,-96.34224624,10,1479246713,,0.00000000,0.00000000,Curb Cut,1
3E68B96F-97AD-4B8E-B7F1-8C401BC232ED,2016-11-15 15:52:59.000,30.61469594,-96.34220467,10,1479246755,,0.00000000,0.00000000,Cross walk,1
F99721E3-FA84-43D4-941D-13425509F147,2016-11-15 15:53:27.000,30.61458810,-96.34230894,10,1479246781,,0.00000000,0.00000000,Curb Cut,1
2F9D429A-41DE-4804-9D99-E2F084CF1D10,2016-11-15 15:54:24.000,30.61474639,-96.34249309,10,1479246843,,0.00000000,0.00000000,Curb Cut,1
743A1E88-A384-4E4E-8EA0-DA74574BEBA9,2016-11-15 15:54:48.000,30.61481802,-96.34254875,10,1479246866,,0.00000000,0.00000000,Cross walk,1
EDA09B1A-0356-40B8-8212-3479CC868E23,2016-11-15 15:55:27.000,30.61496194,-96.34245965,10,1479246919,,0.00000000,0.00000000,Outside stairs,0
A7C01EAF-716D-4277-9FC7-23E8050E0747,2016-11-15 15:55:41.000,30.61503314,-96.34249309,10,1479246931,,0.00000000,0.00000000,Non-ADA-accessible Door,0
2606C2EE-39CF-40A7-81C8-8E7C9F5C60C8,2016-11-15 13:03:41.000,30.61581706,-96.34398867,30,1479236609,,0.00000000,0.00000000,Curb Cut,1
41942402-AB48-482A-B3D4-DA1112C42ED2,2016-11-15 13:04:09.000,30.61584505,-96.34372531,10,1479236634,,0.00000000,0.00000000,Curb Cut,1
3F84BFDE-BA6D-4CA6-B882-FDC43DA12550,2016-11-15 13:04:31.000,30.61579220,-96.34358643,10,1479236657,,0.00000000,0.00000000,Curb Cut,1
0EADCC6D-E7B9-4515-A9FD-E7EC7281E3D2,2016-11-15 13:05:21.000,30.61377057,-96.34183153,65,1479236709,,0.00000000,0.00000000,Sidewalk Uneven surface,0
3AB99F73-15BA-4982-9066-975449FFA331,2016-11-15 13:06:45.000,30.61478298,-96.34295460,10,1479236794,,0.00000000,0.00000000,Non-ADA-accessible Door,0
4924B122-CF17-4464-B0BE-150A17191BB2,2016-11-15 13:06:56.000,30.61469623,-96.34299818,10,1479236808,,0.00000000,0.00000000,Non-ADA-accessible Door,0
3DA5DE91-A68D-41DB-B09E-348D06C27A64,2016-11-15 13:07:14.000,30.61466987,-96.34306055,10,1479236819,,0.00000000,0.00000000,Accessible Door: Powered Sliding,1
ADAF7EF8-6DA8-4FC9-A4EF-A7D187A26273,2016-11-15 13:08:03.000,30.61453090,-96.34322927,10,1479236836,With no handle... it's not really accessible to anyone from this side ,0.00000000,0.00000000,Non-ADA-accessible Door,0
2F199FC1-1571-4AC1-B898-98FEDD5468FF,2016-11-15 13:09:42.000,30.61641318,-96.33905795,65,1479236752,,0.00000000,0.00000000,Accessible Door: Powered Assist,1
963CFD54-9CA8-40CE-B963-DA14BF4C3342,2016-11-15 13:09:47.000,30.61414587,-96.34483977,10,1479236977,,0.00000000,0.00000000,Curb Cut,1
FE1A4F93-EB0D-475D-82F0-1D4BEA94AF39,2016-11-15 13:09:51.000,30.61592724,-96.33914670,10,1479236949,,0.00000000,0.00000000,Curb Cut,1
2F7D50AB-0CCD-473A-B0B7-38E954B70BC4,2016-11-15 13:11:07.000,30.61520195,-96.33856064,5,1479237018,,0.00000000,0.00000000,Cross walk,1
560DA377-595D-49C4-9AB7-EF95E1F27FED,2016-11-15 13:11:50.000,30.61379312,-96.34409169,10,1479237098,,0.00000000,0.00000000,Outside stairs,0
D4470259-5737-4F75-86FF-A7641C0E3717,2016-11-15 13:12:07.000,30.61473407,-96.33802864,5,1479237071,,0.00000000,0.00000000,Ramps,1
7557E029-B82F-4B7E-932A-A163DBAF834A,2016-11-15 13:12:08.000,30.61384425,-96.34402027,10,1479237115,,0.00000000,0.00000000,Outside stairs,0
83B7E2F3-BC84-45F9-8327-A93F7605B4B5,2016-11-15 13:13:03.000,30.61404873,-96.34379011,10,1479237167,,0.00000000,0.00000000,Accessible Door: Powered Sliding,1
A110A3E4-6D26-4C50-B0D1-D32D53626FFC,2016-11-15 13:13:58.000,30.61428858,-96.34336825,10,1479237227,,0.00000000,0.00000000,Outside stairs,0
2FC46872-B8B1-4FA8-8E13-F78F221D8C9D,2016-11-15 13:14:33.000,30.61439624,-96.34320597,10,1479237263,,0.00000000,0.00000000,Outside stairs,0
C75B3EF5-3B18-4B2D-9CE7-954A2BB6BB10,2016-11-15 13:14:44.000,30.61442239,-96.34317387,10,1479237276,,0.00000000,0.00000000,Accessible Door: Powered Sliding,1
64E2A34E-98FE-4CCD-88CF-EEFF96739F82,2016-11-15 13:15:14.000,30.61408774,-96.34364787,10,1479237185,,0.00000000,0.00000000,Outside stairs,0
0328727D-DCDE-4A45-BFB8-747CBF702BBF,2016-11-15 13:38:41.000,30.61436703,-96.34282652,10,1479238681,,0.00000000,0.00000000,Curb Cut,1
1C011D1D-04DB-41F8-85DB-C8AEF3C79C45,2016-11-15 13:39:01.000,30.61481223,-96.34239309,10,1479238724,,0.00000000,0.00000000,Curb Cut,1
90495E7B-C535-4FEC-8496-0BD0ACC9A130,2016-11-15 13:39:15.000,30.61471567,-96.34223233,10,1479238746,,0.00000000,0.00000000,Curb Cut,1
6B073997-662E-4CC0-982F-0D5BAF96034E,2016-11-15 13:39:45.000,30.61455939,-96.34202630,10,1479238771,,0.00000000,0.00000000,Outside stairs,0
4054C503-CF9E-41E3-ABB9-C10629FD84E4,2016-11-15 13:40:08.000,30.61433354,-96.34187073,10,1479238798,,0.00000000,0.00000000,Curb Cut,1
8864BBEE-6F0B-40D9-8CBB-408244012255,2016-11-15 13:41:07.000,30.61377690,-96.34141375,10,1479238856,,0.00000000,0.00000000,Sidewalk Uneven surface,0
06A9B5B5-C571-472B-874D-2167CDC99235,2016-11-15 13:41:39.000,30.61363864,-96.34126942,10,1479238883,,0.00000000,0.00000000,Curb Cut,1
2B16ECB6-7EDB-43A6-8821-467EE03FAF42,2016-11-15 13:41:55.000,30.61360847,-96.34128023,10,1479238901,,0.00000000,0.00000000,Ramps,1
20296D1F-9EE7-4591-8C86-B4B1D61ED22E,2016-11-15 13:43:05.000,30.61365742,-96.34059878,30,1479238972,,0.00000000,0.00000000,Outside stairs,0
B3196AA5-E8A3-4257-AC57-53DA7539AC8B,2016-11-15 13:43:43.000,30.61364246,-96.34048420,10,1479238989,,0.00000000,0.00000000,Outside stairs,0
43BA1229-58C5-4C0C-80AB-6F8E1F16D9B9,2016-11-15 13:44:00.000,30.61363420,-96.34033500,10,1479239026,,0.00000000,0.00000000,Ramps,1
A404CBFE-483F-435E-9DCB-4BA60BEAF797,2016-11-15 13:44:12.000,30.61360738,-96.34025311,10,1479239043,,0.00000000,0.00000000,Ramps,1
056F9852-3B61-44BF-B43C-F6F4A390692B,2016-11-15 13:44:25.000,30.61367380,-96.34027918,30,1479239055,,0.00000000,0.00000000,Outside stairs,0
343E2404-770D-4DEC-87DE-792CD155F896,2016-11-15 13:44:42.000,30.61360889,-96.34029343,10,1479239068,,0.00000000,0.00000000,Outside stairs,0
5F37B08A-9F89-48B9-8089-5D522762A970,2016-11-15 13:45:15.000,30.61352758,-96.34048923,10,1479239101,,0.00000000,0.00000000,Outside stairs,0
AED1B299-7155-4C90-81FF-0358A2B40004,2016-11-15 13:45:37.000,30.61345080,-96.34051119,10,1479239119,Only stairs lead to it,0.00000000,0.00000000,Non-ADA-accessible Door,0
76153697-07EF-42AF-8F70-62AE8729088F,2016-11-15 13:45:55.000,30.61335735,-96.34051647,10,1479239147,,0.00000000,0.00000000,Accessible Door: Not powered,1
BCE0719F-61E1-4ABC-B222-3CF838967E4B,2016-11-15 13:46:35.000,30.61324704,-96.34041488,10,1479239176,,0.00000000,0.00000000,Outside stairs,0
00FC173A-5147-4125-966E-363EC5508F05,2016-11-15 13:46:57.000,30.61310522,-96.34039644,10,1479239200,,0.00000000,0.00000000,Outside stairs,0
8F75D1C3-7F71-4AD3-8130-FC8073734EE1,2016-11-15 13:47:55.000,30.61285783,-96.34039711,10,1479239220,,0.00000000,0.00000000,Accessible Door: Powered Assist,1
D30272C8-213F-4949-808A-F812E9AAEFD2,2016-11-15 13:48:46.000,30.61308087,-96.34061839,30,1479239274,,0.00000000,0.00000000,Accessible Door: Not powered,1
A5014129-F162-4246-92C9-11D1936907FB,2016-11-15 13:48:59.000,30.61274358,-96.34037985,10,1479239330,,0.00000000,0.00000000,Outside stairs,0
6005FE93-8B74-4017-B25B-C0B16F657637,2016-11-15 13:49:22.000,30.61263730,-96.34029225,10,1479239351,,0.00000000,0.00000000,Outside stairs,0
EFB8365E-08D2-4FAD-9310-51914706841A,2016-11-15 13:50:04.000,30.61275879,-96.33996863,10,1479239392,,0.00000000,0.00000000,Outside stairs,0
561F64AE-72CA-458B-8EC4-44F572936B20,2016-11-15 13:50:27.000,30.61285003,-96.33995857,10,1479239411,,0.00000000,0.00000000,Accessible Door: Powered Assist,1
7120FF87-2040-45B5-8012-F5A398057196,2016-11-15 13:51:25.000,30.61293175,-96.33944233,10,1479239471,,0.00000000,0.00000000,Curb Cut,1
4B90A82F-5505-416A-817D-3778FA2FD783,2016-11-15 13:51:41.000,30.61303611,-96.33932951,10,1479239489,,0.00000000,0.00000000,Ramps,1
F936179F-2481-4EE4-AAA5-11877865E550,2016-11-15 13:52:08.000,30.61316775,-96.33924552,10,1479239505,,0.00000000,0.00000000,Curb Cut,1
4E283D02-457E-48FF-BEA9-43569AF491AB,2016-11-15 13:52:39.000,30.61324905,-96.33913404,10,1479239531,,0.00000000,0.00000000,Curb Cut,1
C1048E54-94F9-4273-8589-27A22A3652D4,2016-11-15 13:52:51.000,30.61333580,-96.33901251,10,1479239563,,0.00000000,0.00000000,Curb Cut,1
A4774526-38E5-43F3-BE1A-7E9633AF586B,2016-11-15 13:56:59.000,30.61296046,-96.33770401,10,1479239802,,0.00000000,0.00000000,Sidewalk Uneven surface,0
2214338A-FAAE-4E90-B584-343403849F6B,2016-11-15 13:57:49.000,30.61262829,-96.33731257,10,1479239853,,0.00000000,0.00000000,Accessible Door: Powered Sliding,1
1AE77710-13AE-40FD-BDE7-27CC1B5B42CA,2016-11-15 13:58:14.000,30.61259929,-96.33719858,10,1479239871,,0.00000000,0.00000000,Outside stairs,0
BF091A0D-67E7-455B-BF3B-A2B5B4FC9DC8,2016-11-15 13:58:30.000,30.61270364,-96.33717779,10,1479239899,,0.00000000,0.00000000,Ramps,1
341D51A3-269F-40BE-9833-BDA70B98B359,2016-11-15 13:58:46.000,30.61273583,-96.33714787,10,1479239914,,0.00000000,0.00000000,Accessible Door: Not powered,1
98099485-EEEB-4B34-92BE-E5AEC7882217,2016-11-15 14:01:06.000,30.61370792,-96.33722314,10,1479240050,,0.00000000,0.00000000,Accessible Door: Not powered,1
B41C0EA4-65E5-4C51-95E5-5850FB33B7BD,2016-11-15 14:01:40.000,30.61380620,-96.33723512,10,1479240085,,0.00000000,0.00000000,Outside stairs,0
59414CCB-38BB-4687-B8B9-465441A25F7C,2016-11-15 14:02:00.000,30.61364883,-96.33714410,10,1479240103,,0.00000000,0.00000000,Outside stairs,0
7A8956FE-82A9-4FA1-83A3-E07DB5F6530E,2016-11-15 14:04:53.000,30.61631402,-96.33904343,10,1479240255,,0.00000000,0.00000000,Sidewalk Uneven surface,0
1DF3778B-ED4F-4D27-9FF8-22A934D54619,2016-11-15 14:04:56.000,30.61469120,-96.33777425,10,1479240270,,0.00000000,0.00000000,Outside stairs,0
DD111997-B5AD-42B9-AB83-29EA25361B1C,2016-11-15 14:05:37.000,30.61603163,-96.33914796,10,1479240308,,0.00000000,0.00000000,Outside stairs,0
46D88D82-834A-4702-822F-1ADAD31CC30E,2016-11-15 14:05:39.000,30.61475704,-96.33789562,10,1479240317,,0.00000000,0.00000000,Curb Cut,1
4AAB1B48-B8A7-41C5-BF55-282D1776EB41,2016-11-15 14:12:19.000,30.61479463,-96.33833852,10,1479240728,,0.00000000,0.00000000,Ramps,1
1D5FCFC0-6CDD-42AE-AEBB-1BFAC318FD65,2016-11-15 14:12:29.000,30.61668567,-96.33628738,10,1479240732,,0.00000000,0.00000000,Sidewalk Crack (Larger than ~1.5 inch),0
3F689210-1ACD-4612-98B3-DA779B82C1F3,2016-11-15 14:12:39.000,30.61480469,-96.33819452,10,1479240745,,0.00000000,0.00000000,Cross walk,1
7C83D27B-3A77-401E-8D25-84691621234B,2016-11-15 14:12:54.000,30.61683416,-96.33612142,10,1479240758,,0.00000000,0.00000000,Sidewalk Uneven surface,0
4171945C-00AB-4BC2-B021-00E2E51DBAD8,2016-11-15 14:04:15.000,30.61447750,-96.33755196,10,1479240239,,0.00000000,0.00000000,Outside stairs,0
E7DC8D81-B6D3-4FD2-9AA8-C763A9D2FF46,2016-11-15 14:09:57.000,30.61516671,-96.33840281,10,1479240582,,0.00000000,0.00000000,Ramps,1
688711FF-E3AD-4C0F-9588-B5B3FFC83518,2016-11-15 14:10:14.000,30.61625488,-96.33700811,65,1479240586,,0.00000000,0.00000000,Curb Cut,1
E8050FD5-6E25-467C-9A75-3E41248AE69A,2016-11-15 14:10:14.000,30.61513238,-96.33838914,10,1479240604,,0.00000000,0.00000000,Sidewalk Uneven surface,0
6F0F0A3B-FDD6-4839-9374-E8DAC1A4B53A,2016-11-15 14:10:28.000,30.61510024,-96.33840918,10,1479240617,,0.00000000,0.00000000,Sidewalk Uneven surface,0
77C6A290-B388-4ADA-95B2-36BB635BCD4E,2016-11-15 14:10:40.000,30.61509986,-96.33842611,10,1479240630,,0.00000000,0.00000000,Outside stairs,0
1D4A4FD5-4864-4E1C-AE01-1149A729D2FA,2016-11-15 14:10:53.000,30.61592833,-96.33758658,10,1479240520,,0.00000000,0.00000000,Outside stairs,0
163B553F-CF9F-4ADC-98C6-F8273A71E0F4,2016-11-15 14:10:59.000,30.61507304,-96.33841982,10,1479240642,,0.00000000,0.00000000,Outside stairs,0
63F56364-EABD-426C-BE66-77480E0C9B82,2016-11-15 14:11:00.000,30.61626985,-96.33695383,10,1479240616,,0.00000000,0.00000000,Curb Cut,1
4DCF033F-0D85-4DD9-ABF0-71B31690099E,2016-11-15 14:11:08.000,30.61529000,-96.33849325,10,1479240537,,0.00000000,0.00000000,Sidewalk Uneven surface,0
727CB458-AF2F-496A-BBE5-62AE5D52B640,2016-11-15 14:11:21.000,30.61504454,-96.33842887,10,1479240664,,0.00000000,0.00000000,Non-ADA-accessible Door,0
78469F43-A22F-4611-8291-34727E7C6E3A,2016-11-15 14:11:32.000,30.61499131,-96.33854589,10,1479240683,,0.00000000,0.00000000,Non-ADA-accessible Door,0
689D9B3B-F90A-4726-9014-0EA9192DEE11,2016-11-15 14:11:41.000,30.61655798,-96.33653699,10,1479240666,,0.00000000,0.00000000,Sidewalk Uneven surface,0
6156184D-4383-4F05-96AB-DA4D8398CE14,2016-11-15 14:11:51.000,30.61493126,-96.33851118,10,1479240700,,0.00000000,0.00000000,Outside stairs,0
FCEBB65E-E377-4E6E-896C-8B062A705B56,2016-11-15 14:12:07.000,30.61659159,-96.33644815,10,1479240706,,0.00000000,0.00000000,Outside stairs,0
5E7F6AD6-0B0B-43AD-8AA3-AA22FC7A2EEF,2016-11-15 14:12:59.000,30.61483285,-96.33796770,10,1479240770,,0.00000000,0.00000000,Ramps,1
04604AF3-59C8-4BD1-B7FA-05AD521E1B74,2016-11-15 14:13:14.000,30.61694757,-96.33608680,10,1479240779,,0.00000000,0.00000000,Outside stairs,0
638CD4B9-ED63-41A2-A62E-49A728690854,2016-11-15 14:13:27.000,30.61696886,-96.33614439,10,1479240796,,0.00000000,0.00000000,Outside stairs,0
F6976927-DAD0-4D58-90D7-D211360BCE63,2016-11-15 14:13:31.000,30.61482782,-96.33792697,10,1479240798,,0.00000000,0.00000000,Sidewalk Uneven surface,0
0CFB5049-C315-4D6A-A747-DFA945E230AE,2016-11-15 14:13:43.000,30.61479811,-96.33790157,10,1479240813,,0.00000000,0.00000000,Ramps,1
8EF1AC38-64AC-4DF4-9159-31B62084C5DC,2016-11-15 14:13:55.000,30.61473361,-96.33783200,10,1479240825,,0.00000000,0.00000000,Outside stairs,0
8D8C4FAC-38C4-4C12-8649-FDA574F6565A,2016-11-15 14:14:28.000,30.61448157,-96.33757803,10,1479240856,,0.00000000,0.00000000,Ramps,1
66DD1BDF-0CD3-47CA-8221-A04C2C03F30A,2016-11-15 14:14:41.000,30.61444041,-96.33755632,10,1479240870,,0.00000000,0.00000000,Outside stairs,0
E698C9DF-02E1-448D-896C-1E3A3636BC08,2016-11-15 14:15:51.000,30.61374421,-96.33733906,10,1479240941,,0.00000000,0.00000000,Accessible Door: Not powered,1
785D2E54-E5D8-411E-A35D-C78FB6D940B5,2016-11-15 14:16:08.000,30.61369920,-96.33731408,10,1479240959,,0.00000000,0.00000000,Accessible Door: Not powered,1
994A8BAB-249B-4C2D-A55F-BF612230B708,2016-11-15 14:16:19.000,30.61363630,-96.33728080,10,1479240970,,0.00000000,0.00000000,Accessible Door: Not powered,1
981DF2C0-3B12-40E5-AE80-8505B55F129C,2016-11-15 14:16:33.000,30.61361777,-96.33726303,10,1479240981,,0.00000000,0.00000000,Outside stairs,0
ED0F1075-C460-4F50-9BFF-4C82816663D5,2016-11-15 14:16:51.000,30.61359770,-96.33718282,10,1479240996,,0.00000000,0.00000000,Non-ADA-accessible Door,0
ECC687AF-FBA1-4BBC-B14B-654F0F001F40,2016-11-15 14:17:06.000,30.61358173,-96.33716119,10,1479241016,,0.00000000,0.00000000,Outside stairs,0
E9FD305C-EC1A-4912-8F54-63AE162C48F7,2016-11-15 14:17:22.000,30.61351782,-96.33711132,10,1479241032,,0.00000000,0.00000000,Outside stairs,0
8279E5FF-B400-457D-B7F1-DD09A72011F8,2016-11-15 14:17:35.000,30.61351803,-96.33710965,10,1479241046,,0.00000000,0.00000000,Non-ADA-accessible Door,0
9194A7FE-1B26-4D40-924D-32D1C24DF6DD,2016-11-15 14:18:36.000,30.61330236,-96.33753503,10,1479241102,,0.00000000,0.00000000,Accessible Door: Not powered,1
816A5D11-B696-4440-B018-F58FDE380C8A,2016-11-15 14:18:52.000,30.61317596,-96.33756964,10,1479241120,,0.00000000,0.00000000,Accessible Door: Not powered,1
7E72F6A9-EC97-4796-B3B3-602B85916225,2016-11-15 14:19:50.000,30.61270008,-96.33716337,10,1479241181,,0.00000000,0.00000000,Ramps,1
47E003BE-3BB2-4904-9718-3DEDD596C0A9,2016-11-15 14:20:45.000,30.61297580,-96.33657589,10,1479241236,,0.00000000,0.00000000,Outside stairs,0
133E4A1B-C799-4841-B8DB-923944801991,2016-11-15 14:20:59.000,30.61293125,-96.33650942,10,1479241250,,0.00000000,0.00000000,Non-ADA-accessible Door,0
BC26B047-ADC3-421A-9BED-9E3FB3BBD912,2016-11-15 14:21:17.000,30.61290770,-96.33651202,10,1479241266,,0.00000000,0.00000000,Outside stairs,0
CB64D2DF-4C4E-4832-ADFD-EE552A28F18C,2016-11-15 14:21:50.000,30.61295145,-96.33632049,10,1479241295,,0.00000000,0.00000000,Accessible Door: Not powered,1
C66F8A2E-B1DB-4C66-B190-4C2EDCA9FDA0,2016-11-15 14:22:05.000,30.61315744,-96.33636005,10,1479241314,,0.00000000,0.00000000,Accessible Door: Not powered,1
B60DE005-F9B9-4BAA-AB65-2630872C3451,2016-11-15 14:27:21.000,30.61466102,-96.33796066,10,1479241579,,0.00000000,0.00000000,Sidewalk Uneven surface,0
EBC3FC41-0728-494D-9E36-00B18BBAE0B6,2016-11-15 14:27:48.000,30.61464724,-96.33836869,10,1479241652,,0.00000000,0.00000000,Ramps,1
EE1D29E4-9A94-489D-B8C9-923579CDA238,2016-11-15 15:22:11.000,30.61947274,-96.33771490,10,1479244922,,0.00000000,0.00000000,Outside stairs,0
9B78689A-6302-4371-A793-8C3A67D7BF79,2016-11-15 15:22:29.000,30.61944445,-96.33768406,10,1479244938,,0.00000000,0.00000000,Accessible Door: Not powered,1
1BC5E2C7-38A3-4DA1-8E9F-B9DADAF583B7,2016-11-15 15:23:29.000,30.61911190,-96.33741240,10,1479245001,,0.00000000,0.00000000,Outside stairs,0
A747C531-3041-4C3F-B47E-F09525E1582B,2016-11-15 15:56:41.000,30.61532885,-96.34266718,10,1479246987,,0.00000000,0.00000000,Sidewalk Uneven surface,0
171B4EF3-5B57-4520-BBA8-4E0B3BF547C1,2016-11-15 15:56:49.000,30.61535999,-96.34268478,10,1479247003,,0.00000000,0.00000000,Outside stairs,0
E6F49BD4-A910-45DE-97A2-030D9B063037,2016-11-15 15:58:08.000,30.61556682,-96.34295091,10,1479247080,,0.00000000,0.00000000,Outside stairs,0
4533F769-6067-4C50-AAEE-C5B0124E0148,2016-11-15 15:58:18.000,30.61558119,-96.34295787,10,1479247090,,0.00000000,0.00000000,Accessible Door: Not powered,1
B5EF2366-4978-404D-9757-659978B267C0,2016-11-15 15:58:40.000,30.61559712,-96.34299274,10,1479247100,,0.00000000,0.00000000,Accessible Door: Powered Assist,1
27E82234-2528-4AEE-99F9-8D9C8FE33C65,2016-11-15 15:59:10.000,30.61555521,-96.34306231,10,1479247124,,0.00000000,0.00000000,Ramps,1
CAEEFF37-E050-4587-841C-069CBABE0FF2,2016-11-15 15:59:46.000,30.61580193,-96.34314252,10,1479247175,,0.00000000,0.00000000,Curb Cut,1
FCE4EA34-14CB-470A-8B78-E8D084213383,2016-11-15 16:00:27.000,30.61585712,-96.34317219,10,1479247196,,0.00000000,0.00000000,Curb Cut,1
3972EB9C-7A8E-41C6-B425-22B27D7436E4,2016-11-15 16:00:29.000,30.61595251,-96.34323112,10,1479247215,,0.00000000,0.00000000,Curb Cut,1
8da915c3-eace-477b-8047-82b9eaf73ab6,2016-11-15 16:00:46.000,30.61346490,-96.33763700,5,1479247217000,"at this new Starbucks, no door is accessible",30.61353834,-96.33752878,Non-ADA-accessible Door,0
6E98782E-01DA-472E-9662-08469E3002E5,2016-11-15 16:01:05.000,30.61624152,-96.34336003,10,1479247253,,0.00000000,0.00000000,Curb Cut,1
C14B9F5B-C004-4C97-9AAF-7210CE8EB17C,2016-11-15 16:01:20.000,30.61627446,-96.34341141,10,1479247267,,0.00000000,0.00000000,Cross walk,1
75E704AC-FC6D-4CE7-A6E9-E0F396BE77F1,2016-11-15 16:01:30.000,30.61628812,-96.34350454,10,1479247283,,0.00000000,0.00000000,Curb Cut,1
e92c0bac-47ec-4fd9-8992-94dcd48f6861,2016-11-15 16:02:09.000,30.61353390,-96.33822680,3,1479247310000,None,30.61360338,-96.33826382,Cross walk,1
7EEF6C7F-1F6E-4076-B713-D1C663F6E5C1,2016-11-15 16:02:26.000,30.61653203,-96.34386730,10,1479247336,,0.00000000,0.00000000,Cross walk,1
FF0B5DBD-9B77-44F7-9464-C179CBA45C69,2016-11-15 16:02:46.000,30.61659691,-96.34382724,10,1479247353,,0.00000000,0.00000000,Curb Cut,1
0F4327E1-2E00-4556-B2D3-737DAF3E8330,2016-11-15 16:03:05.000,30.61677121,-96.34367804,10,1479247377,,0.00000000,0.00000000,Outside stairs,0
32AB3BA6-E468-4426-81AC-EFE84E8798C2,2016-11-15 16:03:54.000,30.61675541,-96.34366874,10,1479247387,,0.00000000,0.00000000,Ramps,1
C5F9F2B5-D277-4C6B-9279-FD46423CA640,2016-11-15 16:04:34.000,30.61691425,-96.34346221,10,1479247421,,0.00000000,0.00000000,Outside stairs,0
9033bbef-1919-4447-bc2d-6be50cfc8e05,2016-11-15 16:05:32.000,30.61237360,-96.33985520,26,1479247505000,rotating slider.,30.61226255,-96.33968025,Accessible Door: Powered Sliding,1
1b01d299-345e-43c9-8c81-90aaebe6c43b,2016-11-15 16:09:21.000,30.61237360,-96.33985520,26,1479247505000,None,30.61234104,-96.34052591,Accessible Door: Powered Sliding,1
ce03feda-cb47-4ecc-923d-59872b781b5c,2016-11-15 16:10:22.000,30.61270240,-96.34067910,22,1479247794582,None,30.61271621,-96.34062179,Accessible Door: Not powered,1
8E403B7F-EA3A-4F56-8563-6D049EEE35E1,2016-11-15 14:23:23.000,30.61402974,-96.33616618,30,1479241394,,0.00000000,0.00000000,Accessible Door: Not powered,1
E971B3B8-2809-43D7-A7C1-D435FC5FE0ED,2016-11-15 14:24:08.000,30.61370637,-96.33673380,10,1479241437,,0.00000000,0.00000000,Accessible Door: Not powered,1
0FB4D13E-98E0-42BD-AE3F-4604E9A8F321,2016-11-15 14:24:20.000,30.61374099,-96.33686624,10,1479241453,,0.00000000,0.00000000,Accessible Door: Not powered,1
AA3A2C24-676A-41E9-B53A-D4731A32C68C,2016-11-15 14:24:35.000,30.61387380,-96.33693757,10,1479241466,,0.00000000,0.00000000,Accessible Door: Not powered,1
C569FB7B-CF43-4D14-8672-37E4D968215D,2016-11-15 14:24:47.000,30.61395690,-96.33695651,10,1479241477,,0.00000000,0.00000000,Accessible Door: Not powered,1
629685B2-7849-4AC4-BEA0-72DD1B11BA1C,2016-11-15 14:28:52.000,30.61439570,-96.33878720,10,1479241718,,0.00000000,0.00000000,Cross walk,1
DE7508B2-33B1-493C-8F53-2FCF2116EF4B,2016-11-15 14:29:05.000,30.61433388,-96.33877329,10,1479241735,,0.00000000,0.00000000,Cross walk,1
E12EC492-E9CB-4C82-B417-F564FA721902,2016-11-15 14:29:24.000,30.61429264,-96.33872777,10,1479241753,,0.00000000,0.00000000,Cross walk,1
FA07B569-3F1B-4CDF-B22A-0F9A22F4F56E,2016-11-15 14:29:52.000,30.61426079,-96.33869827,10,1479241766,,0.00000000,0.00000000,Curb Cut,1
7920E140-9DA9-4E48-B1BD-16C2954F0068,2016-11-15 14:30:08.000,30.61419034,-96.33876608,10,1479241794,,0.00000000,0.00000000,Curb Cut,1
8DA236DC-DFDE-4527-87F9-436573F922E0,2016-11-15 14:30:25.000,30.61425320,-96.33889969,10,1479241813,,0.00000000,0.00000000,Curb Cut,1
551E02F2-4ECE-429A-8F27-44B6E3E715F8,2016-11-15 14:31:12.000,30.61458018,-96.33923379,10,1479241861,,0.00000000,0.00000000,Curb Cut,1
F2C7B8AA-B4F7-4C41-8519-FBA6EEDE9888,2016-11-15 14:31:26.000,30.61467322,-96.33929992,10,1479241875,,0.00000000,0.00000000,Curb Cut,1
E48575B9-CA82-4A82-941E-7EAD8A44CBF6,2016-11-15 14:31:53.000,30.61476584,-96.33908434,10,1479241900,,0.00000000,0.00000000,Outside stairs,0
